image_id,image_name,class_id,class_name,x,y,width,height,is_training,image_path
342,007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,4,007.Parakeet_Auklet,105.0,96.0,247.0,318.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg
343,007.Parakeet_Auklet/Parakeet_Auklet_0064_795954.jpg,4,007.Parakeet_Auklet,94.0,92.0,225.0,340.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0064_795954.jpg
344,007.Parakeet_Auklet/Parakeet_Auklet_0039_795955.jpg,4,007.Parakeet_Auklet,112.0,31.0,162.0,278.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0039_795955.jpg
345,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,4,007.Parakeet_Auklet,50.0,164.0,189.0,279.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg
346,007.Parakeet_Auklet/Parakeet_Auklet_0050_795957.jpg,4,007.Parakeet_Auklet,149.0,64.0,280.0,270.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0050_795957.jpg
347,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,4,007.Parakeet_Auklet,48.0,107.0,213.0,319.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg
348,007.Parakeet_Auklet/Parakeet_Auklet_0031_795960.jpg,4,007.Parakeet_Auklet,92.0,39.0,191.0,200.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0031_795960.jpg
349,007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,4,007.Parakeet_Auklet,123.0,32.0,364.0,276.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg
350,007.Parakeet_Auklet/Parakeet_Auklet_0026_795962.jpg,4,007.Parakeet_Auklet,81.0,141.0,173.0,346.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0026_795962.jpg
351,007.Parakeet_Auklet/Parakeet_Auklet_0055_795963.jpg,4,007.Parakeet_Auklet,218.0,48.0,226.0,237.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0055_795963.jpg
352,007.Parakeet_Auklet/Parakeet_Auklet_0067_795964.jpg,4,007.Parakeet_Auklet,50.0,81.0,149.0,213.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0067_795964.jpg
353,007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg,4,007.Parakeet_Auklet,169.0,89.0,229.0,240.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg
354,007.Parakeet_Auklet/Parakeet_Auklet_0015_795966.jpg,4,007.Parakeet_Auklet,61.0,83.0,236.0,141.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0015_795966.jpg
355,007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg,4,007.Parakeet_Auklet,60.0,49.0,176.0,142.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg
356,007.Parakeet_Auklet/Parakeet_Auklet_0013_795970.jpg,4,007.Parakeet_Auklet,33.0,72.0,362.0,239.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0013_795970.jpg
357,007.Parakeet_Auklet/Parakeet_Auklet_0051_795971.jpg,4,007.Parakeet_Auklet,164.0,84.0,178.0,228.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0051_795971.jpg
358,007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg,4,007.Parakeet_Auklet,90.0,100.0,225.0,314.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg
359,007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg,4,007.Parakeet_Auklet,65.0,47.0,191.0,116.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg
360,007.Parakeet_Auklet/Parakeet_Auklet_0040_795974.jpg,4,007.Parakeet_Auklet,248.0,170.0,141.0,226.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0040_795974.jpg
361,007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg,4,007.Parakeet_Auklet,114.0,92.0,229.0,326.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg
362,007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg,4,007.Parakeet_Auklet,78.0,61.0,411.0,279.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg
363,007.Parakeet_Auklet/Parakeet_Auklet_0016_795977.jpg,4,007.Parakeet_Auklet,185.0,49.0,232.0,272.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0016_795977.jpg
364,007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg,4,007.Parakeet_Auklet,81.0,62.0,189.0,412.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg
365,007.Parakeet_Auklet/Parakeet_Auklet_0075_795981.jpg,4,007.Parakeet_Auklet,142.0,111.0,198.0,327.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0075_795981.jpg
366,007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg,4,007.Parakeet_Auklet,90.0,57.0,224.0,417.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg
367,007.Parakeet_Auklet/Parakeet_Auklet_0032_795986.jpg,4,007.Parakeet_Auklet,9.0,40.0,109.0,129.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0032_795986.jpg
368,007.Parakeet_Auklet/Parakeet_Auklet_0019_795987.jpg,4,007.Parakeet_Auklet,0.0,22.0,197.0,261.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0019_795987.jpg
369,007.Parakeet_Auklet/Parakeet_Auklet_0061_795990.jpg,4,007.Parakeet_Auklet,48.0,82.0,234.0,309.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0061_795990.jpg
370,007.Parakeet_Auklet/Parakeet_Auklet_0008_795992.jpg,4,007.Parakeet_Auklet,123.0,30.0,259.0,347.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0008_795992.jpg
371,007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,4,007.Parakeet_Auklet,47.0,76.0,181.0,249.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg
372,007.Parakeet_Auklet/Parakeet_Auklet_0010_795995.jpg,4,007.Parakeet_Auklet,49.0,155.0,230.0,244.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0010_795995.jpg
373,007.Parakeet_Auklet/Parakeet_Auklet_0070_795998.jpg,4,007.Parakeet_Auklet,9.0,12.0,154.0,137.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0070_795998.jpg
374,007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg,4,007.Parakeet_Auklet,86.0,90.0,168.0,355.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg
375,007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg,4,007.Parakeet_Auklet,73.0,67.0,177.0,401.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg
376,007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg,4,007.Parakeet_Auklet,178.0,129.0,135.0,155.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg
377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,5,008.Rhinoceros_Auklet,28.0,72.0,438.0,167.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg
378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,5,008.Rhinoceros_Auklet,172.0,148.0,217.0,135.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg
379,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg,5,008.Rhinoceros_Auklet,0.0,10.0,495.0,312.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg
380,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,5,008.Rhinoceros_Auklet,0.0,6.0,360.0,386.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg
381,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0042_2101.jpg,5,008.Rhinoceros_Auklet,3.0,78.0,465.0,254.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0042_2101.jpg
382,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0027_797496.jpg,5,008.Rhinoceros_Auklet,30.0,112.0,357.0,177.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0027_797496.jpg
383,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0034_797497.jpg,5,008.Rhinoceros_Auklet,76.0,61.0,161.0,102.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0034_797497.jpg
384,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0037_797499.jpg,5,008.Rhinoceros_Auklet,202.0,67.0,209.0,296.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0037_797499.jpg
385,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg,5,008.Rhinoceros_Auklet,160.0,87.0,115.0,103.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg
386,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0044_797502.jpg,5,008.Rhinoceros_Auklet,49.0,19.0,174.0,105.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0044_797502.jpg
387,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0040_797503.jpg,5,008.Rhinoceros_Auklet,90.0,98.0,210.0,311.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0040_797503.jpg
388,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,5,008.Rhinoceros_Auklet,69.0,60.0,356.0,252.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg
389,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0025_797508.jpg,5,008.Rhinoceros_Auklet,127.0,108.0,234.0,115.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0025_797508.jpg
390,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg,5,008.Rhinoceros_Auklet,54.0,99.0,297.0,116.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg
391,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0051_797510.jpg,5,008.Rhinoceros_Auklet,126.0,82.0,161.0,132.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0051_797510.jpg
392,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg,5,008.Rhinoceros_Auklet,46.0,38.0,299.0,157.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg
393,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,5,008.Rhinoceros_Auklet,52.0,75.0,171.0,177.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg
394,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0041_797515.jpg,5,008.Rhinoceros_Auklet,14.0,34.0,370.0,188.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0041_797515.jpg
395,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg,5,008.Rhinoceros_Auklet,87.0,7.0,366.0,261.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg
396,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg,5,008.Rhinoceros_Auklet,105.0,54.0,304.0,166.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg
397,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,5,008.Rhinoceros_Auklet,48.0,61.0,369.0,283.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg
398,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0026_797519.jpg,5,008.Rhinoceros_Auklet,77.0,77.0,233.0,110.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0026_797519.jpg
399,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0029_797520.jpg,5,008.Rhinoceros_Auklet,127.0,92.0,174.0,153.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0029_797520.jpg
400,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,5,008.Rhinoceros_Auklet,25.0,43.0,251.0,165.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg
401,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0014_797522.jpg,5,008.Rhinoceros_Auklet,23.0,47.0,329.0,174.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0014_797522.jpg
402,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0024_797529.jpg,5,008.Rhinoceros_Auklet,88.0,37.0,231.0,191.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0024_797529.jpg
403,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0011_797530.jpg,5,008.Rhinoceros_Auklet,8.0,18.0,289.0,260.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0011_797530.jpg
404,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,5,008.Rhinoceros_Auklet,96.0,79.0,313.0,112.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg
405,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0046_797532.jpg,5,008.Rhinoceros_Auklet,51.0,27.0,138.0,110.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0046_797532.jpg
406,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0050_797534.jpg,5,008.Rhinoceros_Auklet,71.0,84.0,410.0,326.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0050_797534.jpg
407,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0003_797535.jpg,5,008.Rhinoceros_Auklet,86.0,42.0,277.0,183.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0003_797535.jpg
408,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0045_797536.jpg,5,008.Rhinoceros_Auklet,33.0,168.0,247.0,102.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0045_797536.jpg
409,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg,5,008.Rhinoceros_Auklet,56.0,71.0,146.0,175.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg
410,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0001_797538.jpg,5,008.Rhinoceros_Auklet,72.0,35.0,133.0,105.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0001_797538.jpg
411,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0009_797539.jpg,5,008.Rhinoceros_Auklet,20.0,20.0,132.0,105.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0009_797539.jpg
412,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0004_797541.jpg,5,008.Rhinoceros_Auklet,19.0,36.0,356.0,301.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0004_797541.jpg
413,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,5,008.Rhinoceros_Auklet,40.0,31.0,155.0,109.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg
414,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,5,008.Rhinoceros_Auklet,13.0,107.0,330.0,146.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg
415,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,5,008.Rhinoceros_Auklet,59.0,15.0,266.0,175.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg
416,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg,5,008.Rhinoceros_Auklet,31.0,119.0,248.0,166.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg
417,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,5,008.Rhinoceros_Auklet,145.0,103.0,222.0,189.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg
418,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0012_2161.jpg,5,008.Rhinoceros_Auklet,161.0,82.0,165.0,149.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0012_2161.jpg
419,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0048_2162.jpg,5,008.Rhinoceros_Auklet,109.0,72.0,270.0,233.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0048_2162.jpg
420,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0035_2166.jpg,5,008.Rhinoceros_Auklet,146.0,96.0,285.0,149.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0035_2166.jpg
421,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0033_2169.jpg,5,008.Rhinoceros_Auklet,54.0,75.0,304.0,229.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0033_2169.jpg
422,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0022_2170.jpg,5,008.Rhinoceros_Auklet,227.0,130.0,188.0,102.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0022_2170.jpg
423,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0005_2111.jpg,5,008.Rhinoceros_Auklet,4.0,29.0,495.0,470.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0005_2111.jpg
424,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0039_2174.jpg,5,008.Rhinoceros_Auklet,157.0,111.0,106.0,100.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0039_2174.jpg
484,010.Red_winged_Blackbird/Red_Winged_Blackbird_0091_4096.jpg,6,010.Red_winged_Blackbird,187.0,129.0,131.0,226.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0091_4096.jpg
485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,6,010.Red_winged_Blackbird,130.0,124.0,351.0,205.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg
486,010.Red_winged_Blackbird/Red_Winged_Blackbird_0054_4625.jpg,6,010.Red_winged_Blackbird,138.0,137.0,126.0,260.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0054_4625.jpg
487,010.Red_winged_Blackbird/Red_Winged_Blackbird_0022_4483.jpg,6,010.Red_winged_Blackbird,110.0,144.0,171.0,156.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0022_4483.jpg
488,010.Red_winged_Blackbird/Red_Winged_Blackbird_0017_4116.jpg,6,010.Red_winged_Blackbird,218.0,39.0,205.0,360.0,0,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0017_4116.jpg
489,010.Red_winged_Blackbird/Red_Winged_Blackbird_0079_4527.jpg,6,010.Red_winged_Blackbird,75.0,74.0,255.0,190.0,1,D:/Coding Projects/Bird Classification AI/Local Repo/CS4413_Group_Project_AI/CUB_20\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0079_4527.jpg
